,demand
1323,2.95048
1324,2.999
1325,3.05352
1326,2.98698
1327,2.84502
1328,2.84052
1329,2.88854
1330,3.00004
1331,2.705
1332,2.50604
1333,2.37652
1334,2.37704
1335,2.40248
1336,2.75752
1337,2.73752
1338,2.68004
1339,2.64902
1340,2.60352
1341,2.58504
1342,2.365
1343,2.37
1344,2.44904
1345,2.29552
1346,2.19856
1347,2.18202
1348,2.20958
1349,2.2245
1350,2.1095
1351,2.02754
1352,1.95108
1353,1.75454
1354,1.73502
1355,1.8095599999999998
1356,1.771
1357,1.71102
1358,1.87656
1359,1.80502
1360,1.82606
1361,1.79552
1362,1.78802
1363,1.7850599999999999
1364,1.81554
1365,1.81302
1366,1.7870599999999999
1367,1.92154
1368,2.06298
1369,2.196
1370,2.3380199999999998
1371,2.41248
1372,2.9280399999999998
1373,3.134
1374,3.09248
1375,3.13748
1376,3.11448
1377,3.28904
1378,3.33712
1379,3.30202
1380,3.27048
1381,3.24702
1382,3.2905
1383,3.03848
1384,2.90958
1385,2.90558
1386,3.05954
1387,3.12252
1388,3.224
1389,3.39102
1390,3.26498
1391,3.22252
1392,3.1265
1393,2.83652
1394,2.89106
1395,2.9631399999999997
1396,2.97354
1397,2.91654
1398,2.87698
1399,2.827000008
1400,2.884000008
1401,2.989
1402,2.7915
1403,2.74202
1404,2.97208
1405,2.87898
1406,2.71002
1407,2.60948
1408,2.52604
1409,2.5221799999999996
1410,2.5808400000000002
1411,2.46954
1412,2.27398
1413,2.4085199999999998
1414,2.60596
1415,2.43796
1416,2.51698
1417,2.6305
1418,2.92698
1419,2.82886
1420,2.6731599999999998
1421,2.90504
1422,2.99254
1423,2.69444
1424,2.50558
1425,2.49802
1426,2.59804
1427,2.65804
1428,2.47804
1429,2.45752
1430,2.4985999999999997
1431,2.38548
1432,2.3635
1433,2.30402
1434,2.35302
1435,2.31902
1436,2.26654
1437,2.221
1438,2.01462
1439,2.05398
1440,1.89702
1441,1.94602
1442,1.89474
1443,1.82584
1444,1.80056
1445,1.7375
1446,1.7200199999999999
1447,1.72104
