,pv
552,0.06438426988076389
553,0.06438426988076389
554,0.06438426988076389
555,0.06438426988076389
556,0.01344233689856852
557,0.01344233689856852
558,0.01344233689856852
559,0.01344233689856852
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.01038872911752351
593,0.01038872911752351
594,0.01038872911752351
595,0.01038872911752351
596,0.03472065143632662
597,0.03472065143632662
598,0.03472065143632662
599,0.03472065143632662
600,0.21079587682166284
601,0.21079587682166284
602,0.21079587682166284
603,0.21079587682166284
604,0.46613565127476003
605,0.46613565127476003
606,0.46613565127476003
607,0.46613565127476003
608,0.681568488060232
609,0.681568488060232
610,0.681568488060232
611,0.681568488060232
612,0.841971758167189
613,0.841971758167189
614,0.841971758167189
615,0.841971758167189
616,0.9457297961030149
617,0.9457297961030149
618,0.9457297961030149
619,0.9457297961030149
620,0.9898374640514428
621,0.9898374640514428
622,0.9898374640514428
623,0.9898374640514428
624,0.977946166025786
625,0.977946166025786
626,0.977946166025786
627,0.977946166025786
628,0.911477687659547
629,0.911477687659547
630,0.911477687659547
631,0.911477687659547
632,0.7871683846576404
633,0.7871683846576404
634,0.7871683846576404
635,0.7871683846576404
636,0.6052767634988853
637,0.6052767634988853
638,0.6052767634988853
639,0.6052767634988853
640,0.36473648495815425
641,0.36473648495815425
642,0.36473648495815425
643,0.36473648495815425
644,0.13983584838595017
645,0.13983584838595017
646,0.13983584838595017
647,0.13983584838595017
648,0.041538759815167865
649,0.041538759815167865
650,0.041538759815167865
651,0.041538759815167865
652,0.013733156687239475
653,0.013733156687239475
654,0.013733156687239475
655,0.013733156687239475
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
